review_seq,total_score,review_content,reg_date,images,writer_display_name
479046,4.5,The atmosphere on the terrace looked very good. All the menus I ordered were well suited to my taste.,2022-05-17 22:36:42,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22517223636535_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22517223636622_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22517223636708_rv.jpg",sovely_young
1706452,4.3,"It's delicious 방문 I was a little worried because there were a lot of criticisms on Naver reviews or service problems before visiting, but it looks delicious just by looking at pictures of the food because it's a pig I had a feeling so I trusted my gut and it was deliciouscrying 

Especially, the yellow pasta in that picture (salcicha lemon butter & yolk) was very unique and delicious!
Compared to the Daliatelle I know, the noodles were very wide, but it was thin and soft, so the sauce was smeared well. The combination was crazy because the lemon covered the soft taste of butter, yolk, and cheese. 
How did you come up with this combination because of the unique and salty taste of salsicha sausage? 🤦♀️

Let's go eat other pasta, too! 
Seasonal steamed clams are also delicious! It's not a unique taste, but it's full of basil pesto and garlic, so Koreans will like it. It's a base that goes well with mussels rather than clams.🤤

I didn't take a picture of the steak, but it was okay! 

And the staff were kind, but it was a shame that the response was delayed because of the lack of servers그치만다 But it was nice that everyone was so kind. 
I'm sad about the view and interior, but the pasta is so delicious that I'll go again!",2023-04-11 00:30:05,"https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/23411002116765_rv.jpg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/23411002116869_rv.jpg",영영선영
2308448,4.0,"The view value takes up quite a bit for now. Speaking of the course, first of all, the appetizer composition is very good. It's delicious and fresh, and even if the combination is somewhat ordinary, it's visual fun to see the harmony of the dishes. Pasta is a pretty fun and enjoyable composition if you let go of your expectations for raw pasta. It may be difficult to come by this alone, but it's a combination of taste and no regrets. The steak was much better than I expected. The rich juices felt like using quality meat, and all the combinations of roasting and gravy sauce were excellent. The dessert itself was easy to taste, but the Christmas-conscious design stood out and I liked it because it was pretty.  However, in terms of service, it is a little disappointing for this price range. For example, the store as a whole is cold and feet cold, and after several courses, they do not exchange tableware, so there is a regret that you have to enjoy delicious food mixed with the previous course. It was a shame that some people couldn't maintain the temperature because they came to the cold plate. But overall, it was good to enjoy Christmas. It's expensive, but it's delicious.",2023-12-25 21:32:54,https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/231225212009031(0).jpeg,지하니별
1696299,4.5,"I really like raw pasta, but it's a touching taste here. If it was close to my house, I would have gone there every week",2023-04-03 23:41:33,"https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230403234025806(0).jpeg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230403234025807(1).jpeg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230403234025807(2).jpeg",hongzii
2248038,4.7,"I love the taste of raw pasta. I visited during the day and the view is great 
I recommend a terrace seat",2023-12-10 12:13:10,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/e481d8f44c6f414d998d1ba98cd971d5, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/765831438d954df98fd6e8df40ab78b6, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/489c10aa2c4d491aaf052425a0df83e8",티토한
1599433,4.8,"It was a bit salty
It was good because it felt like it was cut well because it was raw
Book a window seat!",2023-02-05 07:29:42,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230205072909381(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230205072917299(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230205072917300(1).jpeg",지혜로운 셀럽_95404
476943,5.0,a friendly and delicious place,2022-05-16 21:34:52,,남이다
94335,4.0,"The biscuit pasta was delicious and the ricotta cheese was fantastic
But galbi ragu was delicious.. I don't think galbi goes well with pasta.I liked the wine you recommended

I think it's better not to smoke but to make it thicker",2021-09-09 22:26:43,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210909222613669(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210909222613670(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210909222613670(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210909222613671(3).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210909222613671(4).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210909222613671(5).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210909222613671(6).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210909222613671(7).jpeg",ikim0819
245345,4.5,"Especially, the red shrimp ink capellini was so delicious. Full of ocean scent!",2022-01-10 17:18:06,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22110171755914_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22110171755734_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22110171756351_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22110171756509_rv.jpg",루나91
2048734,5.0,"I really enjoyed the food. In particular, the sauce of the red crab pasta was so impressive that I kept thinking about it, and I enjoyed it because the seasoning was just right and the depth was felt. The other pasta is a bit seasoned, so I think it'd be good to order it lightly. The view is nice and I want to visit again on the anniversary",2023-09-24 15:00:10,https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/3712ed9e74284cabbff50efc74d0957b,에그진
2609278,4.7,I was able to eat delicious pasta that I haven't tasted anywhere else.,2024-04-08 09:14:26,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2a5aded41a7147c2a73b67146a605feb, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/97d44670438c45518b65132dbe2768e5, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/3b91582bfcc54106b97d197f222735f7",이성혁
2584198,5.0,I really enjoyed the meal.,2024-03-29 19:33:00,,곽지섭
2557971,4.5,The food took a bit of time and the explanation of the glass or menu was disappointing,2024-03-18 21:29:17,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/ae26ea2b938646cc896372a1dff4c9b2, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/d088c62db5e0451486e726f6de7cf364, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/6f746e81c7064cc4b8df60a5648f9a28",jhong2
308925,4.5,It's very delicious!!! 1 hour and 20 minutes are a bit disappointing,2022-02-14 14:51:59,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220214144351093(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220214144351096(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220214144351096(2).jpeg",흥미로운 식도락가_17614
591509,5.0,Not bad,2022-07-08 19:52:00,,캐서린리
1723188,4.7,The noodles were really good! It's good to have a proper amount of seasoning and wine,2023-04-22 15:05:41,"https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/23422150500074_rv.jpg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/23422150459878_rv.jpg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/23422150500267_rv.jpg",우렁이된장국
1071087,3.8,"The atmosphere is okay, but I don't know twice",2022-11-14 05:20:03,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221114051839970(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221114051839971(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221114051839971(3).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221114051839971(4).jpeg",summersummer
1986741,5.0,"I used to go there a lot because I liked it so much, but I went there again for anniversaries, but it was still delicious and the atmosphere was still nice. :) Thank you for taking care of me and giving me a pretty cake because it's my birthday Thanks to you, I had a great time I'll go again!",2023-08-31 12:37:51,https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2a378e4e83b74185a26582470b9ca9bf,Beeddd
1510055,4.8,"I want to try all the menus 
It's really good👍",2023-01-08 14:37:02,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2318143628219_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2318143627886_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2318143628561_rv.jpg",으네125
633230,5.0,King Wang Jjang. (pun in Korean),2022-07-22 20:35:36,,잭슨치키
1916568,4.8,My favorite raw noodle pasta place in Haebangchon was delicious and I was happy,2023-08-05 21:51:27,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/eba014a222cf4ef6a39dba6053daeb54, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/c1fbfce440804bf1bd855556f256ad3a, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2ccdc14a3fd24b89ad201fe53b2f8dcf, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/3cc60b2d56be4d9c9842fcb24e920e0f",호로록챱챱!
2364401,4.7,I came back because the raw pasta was so delicious,2024-01-08 17:38:06,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/0ac46d9b5670499682ed5125d5699a37, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/ea9a8685b6234c5589bb9abdf8f428f5, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/e144ea84420e45919980599dc8a30122",100km
107163,4.5,All the food was delicious and nice,2021-09-25 16:13:40,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210925161324454(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210925161324455(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210925161324455(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210925161324455(3).jpeg",응민이
2051414,5.0,"It's delicious! I think it will be prettier at sunset. But the view at night was pretty, too. I can see Namsan Tower well because the terrace is open because the weather is nice. Everyone was kind and the food was good. I think I'm going to go again because I keep thinking about Ragu",2023-09-25 13:07:21,https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/041c9aa4f9774077a9137d433bc1dd23,봉봉시
101544,5.0,"It's a rare restaurant that caught both the view and the food The price is a little burdensome, but the taste nevertheless makes me think of it. Thank you for listening to my request  ♡",2021-09-18 17:18:49,https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210918171754992(0).jpeg,똑똑한 마스터_71088
93555,4.0,"I was looking for a raw noodle pasta restaurant, and the food was delicious and the atmosphere was good, so I was satisfied!! 
The signature shrimp pasta was a little salty and the truffle mushroom was so delicious!!
I want to try another menu next time!",2021-09-08 22:28:04,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210908222829587(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210908222829587(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210908222829587(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210908222829587(3).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210908222829587(4).jpeg",은찢
1218134,4.7,I went alone and washed the dishes. It's so delicious,2022-12-08 22:39:17,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22128223842209_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22128223842834_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22128223842570_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22128223854950_rv.jpg",밍숭맹숭이
2439131,4.5,"These are raw pasta menus that are hard to taste elsewhere :)
The signature shrimp/ink capellini was good because the intestinal umami was well-picked, and the vongole/paprika torquio was better than expected. The capellini was a cream base, so it could feel a little heavy, but the capellini was unique in texture and fresh sauce, so I kept eating it.

When I come back next time, I want to eat vongole/torquio again and try other pasta",2024-02-03 15:50:58,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/d86ebf1cf6e24698a0cc7ed310acbf35, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/aacb709b8d694e1698774ebbeb7facb9",느와르와
1835730,4.7,I'm satisfied with the taste and atmosphere~~^^,2023-06-28 14:18:01,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23628141700250_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23628141700554_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23628141700940_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23628141701307_rv.jpg",영원한뽀글이
1773997,5.0,"This is my second visit. Overall, it is a very satisfying restaurant. Even people who don't like raw noodles say it's delicious. The pasta is really good, but the bread is too bad. If you don't have a good baguette, I'd rather sell Ciabatta.",2023-05-23 08:28:18,https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230523082543347(0).jpeg,포로릐
536054,5.0,"Red shrimp pasta is kind of like seafood ramen, but it's delicious. I recommend it. One was a recommendation, but the pasta was thick and the texture was good. Both of them are a bit salty.",2022-06-12 17:43:06,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22612174322374_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22612174322741_rv.jpg",10HJ01 
1640166,4.0,"I was looking forward to it, but the pasta was delicious but not special. The signature menu was thin like noodles, so it was a new experience and the taste of the biscuit sauce was normal. Black pork ragu pasta was also good, but the sauce was normal. Ricotta cheese was the bestAnd it was a little chilly inside. Fortunately, I left the valet early, but the parking space was too small and bumpy, so I think the bottom of the car was scratched. The location is not easy to access by public transportation, and I'm not sure if I'll go back with all this.",2023-02-28 11:58:59,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230228115321192(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230228115321193(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230228115321193(2).jpeg",호기심 많은 미식가_60599
1827930,4.7,I really enjoyed the meal.,2023-06-24 12:48:40,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230624124820397(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230624124820398(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230624124820398(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230624124820399(3).jpeg",재우다영
2220111,4.2,"I booked a window seat, but it was nice that you kindly helped me right away when I arrived and asked for a change. The food tasted so good and the view was so goodThe location was a little ambiguous, but I want to go there again next time",2023-11-30 08:46:13,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/baa523bfda424fa98ddea6d0121470bf, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2d21ec0e9d3b4682ba2d61395bd6d1d5, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/3b47bdecd21e4582aaabff13b2b04377, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/7e2a353d2a294426b5a1f02a704e4376, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/30036d72b57840f79f86d92d0b10bae4",미뇽구
935943,5.0,"We came here to celebrate the heat, and the atmosphere and taste were the best💗
The pasta sauce was so good that I ordered an additional baguette, but they gave me a lot, so I was full🥰
I'll visit you one more time before I give birth to a baby~~~~",2022-10-12 20:05:00,https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221012200309941(0).jpeg,위트있는 미식가_17524
1665970,4.7,It was delicious,2023-03-15 21:33:07,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230315213252398(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230315213252399(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230315213259556(0).jpeg",Bansfshe
2224802,3.7,"The food was really delicious and I liked the view of Namsan Tower and Seoul. I really want to try other pasta. I was a little disappointed because the tiramisu tastes normal. 

However, considering the price of food, there were improvements in terms of service. Rather than being unfriendly, it felt like there was no service suitable for the price level. 

1. Tablet Order: I think self-ordering using a tablet is a typical reduction in labor costs. I was looking forward to a luxurious atmosphere, but I was disappointed because it was self-ordering with a tablet at the table. I think a restaurant should basically have a person explain the food and take the order themselves. 

2. Korean food served all at once: We ordered a set menu, and the menu was a typical course meal. Obviously, appetizers - entrees - steaks - should be served in the order of dessert, but before I even had one course, the next came out, and all the courses except dessert came out, so the food cooled down quickly while I was eating. I felt that the Korean table setting at an Italian restaurant didn't fit my taste. I think it's basic to ask if you want at least a table and serve it. 

3. Tablet Notice - I read it because the staff asked me to read the tablet notice before ordering. I was wondering what was important, but it was that we had to order drinks and alcohol together. I think you should explain why when it violates your choice. a tablet announcement that determines
I thought it was very inappropriate. I felt a bit strongly to ask for a drink or alcohol, even though I was ordering drinks and alcohol at a high-end dynamo, but it was a must-read. 

It wasn't unfriendly at all or the food wasn't tasty, but it was a bit of a shame that it was no different from the way of service in most normal ""today"" restaurants, from ordering to paying.",2023-12-02 10:39:07,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/01954dccb6cc46ae8e37a5e5825b51bf, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/9cde5ec826174cdca0806ab78dc152b9, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/3d2b920a89584f97acf956d50c0da9cc, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/1c67531a34dc4d51b92d5091eb120335",꿈꾸는 맛사냥꾼_5139
1658856,5.0,"Taste, food description, view, atmosphere, speed, everything is perfect. One suggestion is that in the case of vongole, it seems necessary to give a bowl-shaped deep bowl that can throw away shells separately",2023-03-11 19:05:26,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23311190336418_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23311190336636_rv.jpg",재미있는 맛사냥꾼_74256
1985429,5.0,"The menu said, ""If you want it to be light, please tell me."" I was curious, but you eat it bland
I thought you might think it's salty! 
It was delicious because I ate it with wine",2023-08-30 18:44:22,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/80092837bee74b63a75718eb01778fcf, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/af86959f7d514ac7882fcb42b92b0f37",벨르벨르
113196,5.0,"The service is excellent and the food is a good restaurant with sincerity. The view is really nice, too!If you really want to visit again to eat other food next time, the hidden restaurant!A place where you can feel the experience of food! Have a prosperous life😊",2021-10-02 18:20:19,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211002181826332(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211002181826333(1).jpeg",carolyn
1648257,5.0,"It was my first time to eat raw pasta, and it was so delicious, and the shrimp was fresh and the texture was good. I also liked the atmosphere when I visited on a fine day and ate. I recommend it to those who like pasta",2023-03-04 20:25:40,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2334202333282_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2334202333477_rv.jpg",건소
60672,5.0,"The view of Namsan Tower is so good. And the food is so delicious! Also, the employees were so kind that I had a happy birthday with my girlfriend.. I highly recommend it!!!",2021-07-29 03:14:34,https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210729031430391(0).jpeg,Gee바라기
347218,5.0,"The other pasta was good and unique, but the french fries were crazy good
I even added sauce and ate it..
I'm going to order French fries again when I come back",2022-03-06 18:12:53,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2236180900997_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2236180901405_rv.jpg",랑새
2089547,5.0,"Dining that shows chef Yoon Daehyun's skills.
There's some seasoning in the food. It's to preserve the natural taste of the ingredients.
If you don't have strong liver, you need to check lightly",2023-10-10 21:45:52,https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/f1df37816bc44fd9be1e57de2fa35d9b,귀여운순이
2444515,5.0,"It was a nice, nice, delicious raw noodle pasta Make sure you eat tiramisu, too~~ However, it's a must-order for alcoholic beverages, so I think it's better to think about spending about 100,000 won if two people visit",2024-02-05 09:26:59,https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/a2505c88fe60498ab7b22b6635d3beb2,티누
1956848,5.0,"The atmosphere was so good. I was looking forward to the fresh pasta. I was surprised because the red shrimp pasta was so good. It's been a while since I had food and I was amazed Make sure to try it's! Lemon butter pasta is good, too",2023-08-19 21:56:32,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/0dcfbf72d1084e5da35859d30a7d161e, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/677be1779adf4420843da43f7c26c441",내가다먹어볼거야
124266,5.0,"I made a reservation by myself, but they prepared a good table in front of Tongchang and the food was so good that I ate and drank for a long time^^ Save it as a healing spot!!!",2021-10-14 14:44:22,https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211014144331805(0).jpeg,조용한 맛사냥꾼_3947
1600339,5.0,"It takes about half an hour for the steak to come out.
But I'm going to go again because it's so good!
It was so nice that it was soft because it was raw. I'll try other menus next time!",2023-02-05 19:07:49,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230205190657812(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230205190657813(1).jpeg",예리한 미식가_54761
1301660,5.0,"It was so delicious. I was worried because there were people who liked it or disliked the review, but I adjusted to Apgujeong's 0.7 servings, but I was surprised because it was more than I thought.. Seasoning is art!!!!!!!!!!",2022-12-18 21:12:18,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221218211110256(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221218211110256(1).jpeg",youngbbu
2131325,5.0,"First of all, it's delicious
There are comments that the employee's kindness is not good 
It's a delicious place and I can understand because I'm busy
Service and kindness. I'm satisfied 
And if it's good, it's JangdangLol",2023-10-28 20:12:58,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/5e7b1abf04204f98b9eff0371ad4a888, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/413330553830442891ea123e4d9ef647",바 그녕
2137600,5.0,"I wasn't sure what it would be like 
The texture is so nice. 
It was better than expected, so I finished eating and ordered more.  
I ate all the seasoning. 
I don't write reviews often, but I'm really satisfied.",2023-10-30 17:39:48,https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/56a7a997e1de4a038cbd156479b6c7ce,쥐이노
1590552,5.0,"I ordered two famous ones, and it's heaven
I'm attaching a picture of a terrible bowl that ate all the sauce

I really wanted to bring the bisque sauce home in a thermos,,",2023-01-30 18:40:33,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230130183829475(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230130183933575(0).jpeg",나뭐먹고싶었더라
1736983,4.7,"I have a high appetite for pasta, so I'm not satisfied with it, but I enjoyed it. It's a bit pricey 
I think it's worth visiting again because it's not a taste that can be easily replaced elsewhere! But maybe it's because I ate it with glass, but the wine was a little disappointing! I think it'd be good if there was a less dry option",2023-04-30 22:53:33,"https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230430224840242(0).jpeg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230430224840243(1).jpeg",듀니유니
1670238,5.0,"The food is delicious and kind
It's raw, so the texture was great
It's a shame that it takes 1 hour and 30 minutes to drink a bottle of wine 
The view was good and I was satisfied^^",2023-03-18 16:56:25,https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230318165401387(0).jpeg,쥬디체
933162,5.0,"I've seen raw pasta elsewhere, but it was especially delicious! The taste of the food as well as the view of Seoul and Namsan Tower was impressive!",2022-10-11 21:31:41,https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221011212938276(0).jpeg,small_eyed_
2275073,5.0,"It tastes good. It's not a normal cream oil tomato sauce. It's good
There's a time when food comes out
I think it's good to have a blind date because there's a table gap",2023-12-18 19:17:04,https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/c62f146d413e4a1f987d7e8c243d2864,신나는 미식가_27883
